account_id,signup_date,attribution_source
acct_01318,17-01-2024,campaign_B
acct_01319,17-01-2024,campaign_B
acct_01473,17-01-2024,campaign_B
acct_01474,17-01-2024,campaign_B
acct_01475,17-01-2024,campaign_B
acct_01476,17-01-2024,campaign_B
acct_01477,17-01-2024,campaign_B
acct_01631,17-01-2024,campaign_B
acct_01632,17-01-2024,campaign_B
acct_01633,17-01-2024,campaign_B
acct_01634,17-01-2024,campaign_B
acct_01635,17-01-2024,campaign_B
acct_01320,18-01-2024,campaign_B
acct_01321,18-01-2024,campaign_B
acct_01322,18-01-2024,campaign_B
acct_01323,18-01-2024,campaign_B
acct_01324,18-01-2024,campaign_B
acct_01478,18-01-2024,campaign_B
acct_01479,18-01-2024,campaign_B
acct_01480,18-01-2024,campaign_B
acct_01481,18-01-2024,campaign_B
acct_01482,18-01-2024,campaign_B
acct_01636,18-01-2024,campaign_B
acct_01637,18-01-2024,campaign_B
acct_01638,18-01-2024,campaign_B
acct_01639,18-01-2024,campaign_B
acct_01640,18-01-2024,campaign_B
acct_01325,19-01-2024,campaign_B
acct_01326,19-01-2024,campaign_B
acct_01327,19-01-2024,campaign_B
acct_01328,19-01-2024,campaign_B
acct_01483,19-01-2024,campaign_B
acct_01484,19-01-2024,campaign_B
acct_01485,19-01-2024,campaign_B
acct_01486,19-01-2024,campaign_B
acct_01487,19-01-2024,campaign_B
acct_01641,19-01-2024,campaign_B
acct_01642,19-01-2024,campaign_B
acct_01643,19-01-2024,campaign_B
acct_01644,19-01-2024,campaign_B
acct_01645,19-01-2024,campaign_B
acct_01330,20-01-2024,campaign_B
acct_01331,20-01-2024,campaign_B
acct_01332,20-01-2024,campaign_B
acct_01333,20-01-2024,campaign_B
acct_01334,20-01-2024,campaign_B
acct_01488,20-01-2024,campaign_B
acct_01489,20-01-2024,campaign_B
acct_01490,20-01-2024,campaign_B
acct_01491,20-01-2024,campaign_B
acct_01492,20-01-2024,campaign_B
acct_01646,20-01-2024,campaign_B
acct_01647,20-01-2024,campaign_B
acct_01648,20-01-2024,campaign_B
acct_01649,20-01-2024,campaign_B
acct_01650,20-01-2024,campaign_B
acct_01335,21-01-2024,campaign_B
acct_01336,21-01-2024,campaign_B
acct_01337,21-01-2024,campaign_B
acct_01338,21-01-2024,campaign_B
acct_01339,21-01-2024,campaign_B
acct_01493,21-01-2024,campaign_B
acct_01494,21-01-2024,campaign_B
acct_01495,21-01-2024,campaign_B
acct_01496,21-01-2024,campaign_B
acct_01497,21-01-2024,campaign_B
acct_01651,21-01-2024,campaign_B
acct_01652,21-01-2024,campaign_B
acct_01653,21-01-2024,campaign_B
acct_01654,21-01-2024,campaign_B
acct_01655,21-01-2024,campaign_B
acct_01340,22-01-2024,campaign_B
acct_01341,22-01-2024,campaign_B
acct_01342,22-01-2024,campaign_B
acct_01343,22-01-2024,campaign_B
acct_01344,22-01-2024,campaign_B
acct_01498,22-01-2024,campaign_B
acct_01499,22-01-2024,campaign_B
acct_01500,22-01-2024,campaign_B
acct_01501,22-01-2024,campaign_B
acct_01502,22-01-2024,campaign_B
acct_01656,22-01-2024,campaign_B
acct_01657,22-01-2024,campaign_B
acct_01658,22-01-2024,campaign_B
acct_01659,22-01-2024,campaign_B
acct_01660,22-01-2024,campaign_B
acct_01345,23-01-2024,campaign_B
acct_01346,23-01-2024,campaign_B
acct_01347,23-01-2024,campaign_B
acct_01348,23-01-2024,campaign_B
acct_01349,23-01-2024,campaign_B
acct_01503,23-01-2024,campaign_B
acct_01504,23-01-2024,campaign_B
acct_01505,23-01-2024,campaign_B
acct_01506,23-01-2024,campaign_B
acct_01507,23-01-2024,campaign_B
acct_01661,23-01-2024,campaign_B
acct_01662,25-01-2024,campaign_B
acct_01663,22-01-2024,campaign_B
acct_01664,22-01-2024,campaign_B
acct_01665,23-01-2024,campaign_B
acct_01350,24-01-2024,campaign_B
acct_01351,24-01-2024,campaign_B
acct_01352,24-01-2024,campaign_B
acct_01353,24-01-2024,campaign_B
acct_01354,24-01-2024,campaign_B
acct_01508,24-01-2024,campaign_B
acct_01509,22-01-2024,campaign_B
acct_01510,22-01-2024,campaign_B
acct_01511,24-01-2024,campaign_B
acct_01512,24-01-2024,campaign_B
acct_01666,24-01-2024,campaign_B
acct_01667,24-01-2024,campaign_B
acct_01668,24-01-2024,campaign_B
acct_01669,24-01-2024,campaign_B
acct_01670,24-01-2024,campaign_B
acct_01355,25-01-2024,campaign_B
acct_01356,25-01-2024,campaign_B
acct_01357,25-01-2024,campaign_B
acct_01358,25-01-2024,campaign_B
acct_01359,25-01-2024,campaign_B
acct_01513,25-01-2024,campaign_B
acct_01514,25-01-2024,campaign_B
acct_01515,25-01-2024,campaign_B
acct_01516,25-01-2024,campaign_B
acct_01517,25-01-2024,campaign_B
acct_01671,25-01-2024,campaign_B
acct_01672,25-01-2024,campaign_B
acct_01673,25-01-2024,campaign_B
acct_01674,25-01-2024,campaign_B
acct_01675,25-01-2024,campaign_B
acct_01360,26-01-2024,campaign_B
acct_01361,22-01-2024,campaign_B
acct_01362,23-01-2024,campaign_B
acct_01363,26-01-2024,campaign_B
acct_01364,26-01-2024,campaign_B
acct_01518,26-01-2024,campaign_B
acct_01519,26-01-2024,campaign_B
acct_01520,26-01-2024,campaign_B
acct_01521,26-01-2024,campaign_B
acct_01522,26-01-2024,campaign_B
acct_01676,26-01-2024,campaign_B
acct_01677,26-01-2024,campaign_B
acct_01678,26-01-2024,campaign_B
acct_01679,26-01-2024,campaign_B
acct_01680,26-01-2024,campaign_B
acct_01365,27-01-2024,campaign_B
acct_01366,27-01-2024,campaign_B
acct_01368,27-01-2024,campaign_B
acct_01369,27-01-2024,campaign_B
acct_01523,27-01-2024,campaign_B
acct_01524,27-01-2024,campaign_B
acct_01525,27-01-2024,campaign_B
acct_01526,27-01-2024,campaign_B
acct_01527,27-01-2024,campaign_B
acct_01681,27-01-2024,campaign_B
acct_01682,27-01-2024,campaign_B
acct_01683,27-01-2024,campaign_B
acct_01684,27-01-2024,campaign_B
acct_01685,27-01-2024,campaign_B
acct_01370,28-01-2024,campaign_B
acct_01371,28-01-2024,campaign_B
acct_01372,28-01-2024,campaign_B
acct_01373,28-01-2024,campaign_B
acct_01374,28-01-2024,campaign_B
acct_01528,28-01-2024,campaign_B
acct_01529,28-01-2024,campaign_B
acct_01530,28-01-2024,campaign_B
acct_01531,28-01-2024,campaign_B
acct_01532,28-01-2024,campaign_B
acct_01686,28-01-2024,campaign_B
acct_01687,28-01-2024,campaign_B
acct_01688,28-01-2024,campaign_B
acct_01689,28-01-2024,campaign_B
acct_01690,28-01-2024,campaign_B
acct_01375,29-01-2024,campaign_B
acct_01376,29-01-2024,campaign_B
acct_01377,29-01-2024,campaign_B
acct_01378,29-01-2024,campaign_B
acct_01379,29-01-2024,campaign_B
acct_01533,29-01-2024,campaign_B
acct_01534,29-01-2024,campaign_B
acct_01535,29-01-2024,campaign_B
acct_01536,29-01-2024,campaign_B
acct_01537,29-01-2024,campaign_B
acct_01691,29-01-2024,campaign_B
acct_01692,29-01-2024,campaign_B
acct_01693,29-01-2024,campaign_B
acct_01694,29-01-2024,campaign_B
acct_01695,29-01-2024,campaign_B
acct_01380,30-01-2024,campaign_B
acct_01381,30-01-2024,campaign_B
acct_01382,30-01-2024,campaign_B
acct_01383,30-01-2024,campaign_B
acct_01384,30-01-2024,campaign_B
acct_01538,30-01-2024,campaign_B
acct_01539,30-01-2024,campaign_B
acct_01540,30-01-2024,campaign_B
acct_01541,30-01-2024,campaign_B
acct_01542,30-01-2024,campaign_B
acct_01696,30-01-2024,campaign_B
acct_01697,30-01-2024,campaign_B
acct_01698,30-01-2024,campaign_B
acct_01699,30-01-2024,campaign_B
acct_01700,30-01-2024,campaign_B
acct_01385,31-01-2024,campaign_B
acct_01386,31-01-2024,campaign_B
acct_01388,31-01-2024,campaign_B
acct_01389,31-01-2024,campaign_B
acct_01543,31-01-2024,campaign_B
acct_01544,31-01-2024,campaign_B
acct_01545,31-01-2024,campaign_B
acct_01546,31-01-2024,campaign_B
acct_01547,31-01-2024,campaign_B
acct_01701,31-01-2024,campaign_B
acct_01702,31-01-2024,campaign_B
acct_01703,31-01-2024,campaign_B
acct_01704,31-01-2024,campaign_B
acct_01705,31-01-2024,campaign_B
acct_03330,01-01-2024,campaign_B | FR
acct_03331,01-01-2024,campaign_B | FR
acct_03332,01-01-2024,campaign_B | FR
acct_03333,01-01-2024,campaign_B | FR
acct_03334,01-01-2024,campaign_B | FR
acct_03335,01-01-2024,campaign_B | FR
acct_03336,01-01-2024,campaign_B | FR
acct_03337,01-01-2024,campaign_B | FR
acct_03338,02-01-2024,campaign_B | FR
acct_03339,02-01-2024,campaign_B | FR
acct_03340,02-01-2024,campaign_B | FR
acct_03341,02-01-2024,campaign_B | FR
acct_03342,02-01-2024,campaign_B | FR
acct_03343,03-01-2024,campaign_B | FR
acct_03344,03-01-2024,campaign_B | FR
acct_03345,03-01-2024,campaign_B | FR
acct_03346,02-01-2024,campaign_B | FR
acct_03347,03-01-2024,campaign_B | FR
acct_03348,03-01-2024,campaign_B | FR
acct_03349,01-01-2024,campaign_B | FR
acct_03350,04-01-2024,campaign_B | FR
acct_03351,04-01-2024,campaign_B | FR
acct_03352,04-01-2024,campaign_B | FR
acct_03353,04-01-2024,campaign_B | FR
acct_03354,04-01-2024,campaign_B | FR
acct_03355,05-01-2024,campaign_B | FR
acct_03356,05-01-2024,campaign_B | FR
acct_03357,05-01-2024,campaign_B | FR
acct_03358,05-01-2024,campaign_B | FR
acct_03359,05-01-2024,campaign_B | FR
acct_03360,05-01-2024,campaign_B | FR
acct_03361,06-01-2024,campaign_B | FR
acct_03362,06-01-2024,campaign_B | FR
acct_03363,06-01-2024,campaign_B | FR
acct_03364,06-01-2024,campaign_B | FR
acct_03365,06-01-2024,campaign_B | FR
acct_03366,06-01-2024,campaign_B | FR
acct_03367,07-01-2024,campaign_B | FR
acct_03368,07-01-2024,campaign_B | FR
acct_03369,07-01-2024,campaign_B | FR
acct_03370,05-01-2024,campaign_B | FR
acct_03371,07-01-2024,campaign_B | FR
acct_03372,07-01-2024,campaign_B | FR
acct_03373,08-01-2024,campaign_B | FR
acct_03374,08-01-2024,campaign_B | FR
acct_03375,08-01-2024,campaign_B | FR
acct_03376,08-01-2024,campaign_B | FR
acct_03377,05-01-2024,campaign_B | FR
acct_03378,05-01-2024,campaign_B | FR
acct_03379,09-01-2024,campaign_B | FR
acct_03380,09-01-2024,campaign_B | FR
acct_03381,09-01-2024,campaign_B | FR
acct_03382,09-01-2024,campaign_B | FR
acct_03383,09-01-2024,campaign_B | FR
acct_03384,09-01-2024,campaign_B | FR
acct_03385,10-01-2024,campaign_B | FR
acct_03386,10-01-2024,campaign_B | FR
acct_03387,10-01-2024,campaign_B | FR
acct_03388,10-01-2024,campaign_B | FR
acct_03389,10-01-2024,campaign_B | FR
acct_03390,10-01-2024,campaign_B | FR
acct_03391,11-01-2024,campaign_B | FR
acct_03392,11-01-2024,campaign_B | FR
acct_03393,11-01-2024,campaign_B | FR
acct_03394,11-01-2024,campaign_B | FR
acct_03395,11-01-2024,campaign_B | FR
acct_03396,11-01-2024,campaign_B | FR
acct_03397,12-01-2024,campaign_B | FR
acct_03398,12-01-2024,campaign_B | FR
acct_03399,12-01-2024,campaign_B | FR
acct_03400,12-01-2024,campaign_B | FR
acct_03401,12-01-2024,campaign_B | FR
acct_03402,12-01-2024,campaign_B | FR
acct_03403,13-01-2024,campaign_B | FR
acct_03404,13-01-2024,campaign_B | FR
acct_03405,12-01-2024,campaign_B | FR
acct_03406,13-01-2024,campaign_B | FR
acct_03407,13-01-2024,campaign_B | FR
acct_03408,13-01-2024,campaign_B | FR
acct_03409,14-01-2024,campaign_B | FR
acct_03410,14-01-2024,campaign_B | FR
acct_03411,14-01-2024,campaign_B | FR
acct_03412,14-01-2024,campaign_B | FR
acct_03413,14-01-2024,campaign_B | FR
acct_03414,12-01-2024,campaign_B | FR
acct_03415,15-01-2024,campaign_B | FR
acct_03416,15-01-2024,campaign_B | FR
acct_03417,15-01-2024,campaign_B | FR
acct_03418,15-01-2024,campaign_B | FR
acct_03419,15-01-2024,campaign_B | FR
acct_03420,15-01-2024,campaign_B | FR
acct_03421,16-01-2024,campaign_B | FR
acct_03422,16-01-2024,campaign_B | FR
acct_03423,16-01-2024,campaign_B | FR
acct_03424,16-01-2024,campaign_B | FR
acct_03425,16-01-2024,campaign_B | FR
acct_03426,16-01-2024,campaign_B | FR
acct_03427,16-01-2024,campaign_B | FR
acct_03428,16-01-2024,campaign_B | FR
acct_03429,17-01-2024,campaign_B | FR
acct_03430,17-01-2024,campaign_B | FR
acct_03431,17-01-2024,campaign_B | FR
acct_03432,17-01-2024,campaign_B | FR
acct_03433,18-01-2024,campaign_B | FR
acct_03434,18-01-2024,campaign_B | FR
acct_03435,18-01-2024,campaign_B | FR
acct_03436,18-01-2024,campaign_B | FR
acct_03437,18-01-2024,campaign_B | FR
acct_03438,18-01-2024,campaign_B | FR
acct_03439,19-01-2024,campaign_B | FR
acct_03440,19-01-2024,campaign_B | FR
acct_03441,19-01-2024,campaign_B | FR
acct_03442,19-01-2024,campaign_B | FR
acct_03443,19-01-2024,campaign_B | FR
acct_03444,19-01-2024,campaign_B | FR
acct_03445,20-01-2024,campaign_B | FR
acct_03446,20-01-2024,campaign_B | FR
acct_03447,20-01-2024,campaign_B | FR
acct_03448,20-01-2024,campaign_B | FR
acct_03449,20-01-2024,campaign_B | FR
acct_03450,20-01-2024,campaign_B | FR
acct_03451,21-01-2024,campaign_B | FR
acct_03452,21-01-2024,campaign_B | FR
acct_03453,21-01-2024,campaign_B | FR
acct_03454,21-01-2024,campaign_B | FR
acct_03455,21-01-2024,campaign_B | FR
acct_03456,21-01-2024,campaign_B | FR
acct_03457,22-01-2024,campaign_B | FR
acct_03458,22-01-2024,campaign_B | FR
acct_03459,22-01-2024,campaign_B | FR
acct_03460,22-01-2024,campaign_B | FR
acct_03461,20-01-2024,campaign_B | FR
acct_03462,22-01-2024,campaign_B | FR
acct_03463,23-01-2024,campaign_B | FR
acct_03464,23-01-2024,campaign_B | FR
acct_03465,23-01-2024,campaign_B | FR
acct_03466,23-01-2024,campaign_B | FR
acct_03467,20-01-2024,campaign_B | FR
acct_03468,23-01-2024,campaign_B | FR
acct_03469,24-01-2024,campaign_B | FR
acct_03470,24-01-2024,campaign_B | FR
acct_03471,24-01-2024,campaign_B | FR
acct_03472,24-01-2024,campaign_B | FR
acct_03473,24-01-2024,campaign_B | FR
acct_03474,24-01-2024,campaign_B | FR
acct_03475,25-01-2024,campaign_B | FR
acct_03476,25-01-2024,campaign_B | FR
acct_03477,25-01-2024,campaign_B | FR
acct_03478,25-01-2024,campaign_B | FR
acct_03479,25-01-2024,campaign_B | FR
acct_03480,25-01-2024,campaign_B | FR
acct_03481,26-01-2024,campaign_B | FR
acct_03482,26-01-2024,campaign_B | FR
acct_03483,26-01-2024,campaign_B | FR
acct_03484,26-01-2024,campaign_B | FR
acct_03485,25-01-2024,campaign_B | FR
acct_03486,26-01-2024,campaign_B | FR
acct_03487,27-01-2024,campaign_B | FR
acct_03488,27-01-2024,campaign_B | FR
acct_03489,27-01-2024,campaign_B | FR
acct_03490,27-01-2024,campaign_B | FR
acct_03491,27-01-2024,campaign_B | FR
acct_03492,27-01-2024,campaign_B | FR
acct_03493,28-01-2024,campaign_B | FR
acct_03494,28-01-2024,campaign_B | FR
acct_03495,28-01-2024,campaign_B | FR
acct_03496,28-01-2024,campaign_B | FR
acct_03497,28-01-2024,campaign_B | FR
acct_03498,28-01-2024,campaign_B | FR
acct_03499,29-01-2024,campaign_B | FR
acct_03500,29-01-2024,campaign_B | FR
acct_03501,29-01-2024,campaign_B | FR
acct_03502,29-01-2024,campaign_B | FR
acct_03503,29-01-2024,campaign_B | FR
acct_03504,29-01-2024,campaign_B | FR
acct_03505,30-01-2024,campaign_B | FR
acct_03506,25-01-2024,campaign_B | FR
acct_03507,30-01-2024,campaign_B | FR
acct_03508,30-01-2024,campaign_B | FR
acct_03509,30-01-2024,campaign_B | FR
acct_03510,30-01-2024,campaign_B | FR
acct_03511,31-01-2024,campaign_B | FR
acct_03512,31-01-2024,campaign_B | FR
acct_03513,25-01-2024,campaign_B | FR
acct_03514,25-01-2024,campaign_B | FR
acct_03515,31-01-2024,campaign_B | FR
acct_03516,31-01-2024,campaign_B | FR
acct_01769,01-01-2024,campaign_C
acct_01770,01-01-2024,campaign_C
acct_01771,01-01-2024,campaign_C
acct_01862,01-01-2024,campaign_C
acct_01893,01-01-2024,campaign_C
acct_01772,02-01-2024,campaign_C
acct_01773,02-01-2024,campaign_C
acct_01774,02-01-2024,campaign_C
acct_01863,02-01-2024,campaign_C
acct_01894,02-01-2024,campaign_C
acct_01775,03-01-2024,campaign_C
acct_01776,03-01-2024,campaign_C
acct_01777,01-01-2024,campaign_C
acct_01864,03-01-2024,campaign_C
acct_01895,03-01-2024,campaign_C
acct_01778,04-01-2024,campaign_C
acct_01779,04-01-2024,campaign_C
acct_01780,01-01-2024,campaign_C
acct_01865,04-01-2024,campaign_C
acct_01896,04-01-2024,campaign_C
acct_01781,01-01-2024,campaign_C
acct_01782,05-01-2024,campaign_C
acct_01783,05-01-2024,campaign_C
acct_01866,05-01-2024,campaign_C
acct_01897,01-01-2024,campaign_C
acct_01784,06-01-2024,campaign_C
acct_01785,06-01-2024,campaign_C
acct_01786,06-01-2024,campaign_C
acct_01867,06-01-2024,campaign_C
acct_01898,06-01-2024,campaign_C
acct_01787,07-01-2024,campaign_C
acct_01788,06-01-2024,campaign_C
acct_01789,07-01-2024,campaign_C
acct_01868,07-01-2024,campaign_C
acct_01899,07-01-2024,campaign_C
acct_01790,08-01-2024,campaign_C
acct_01791,08-01-2024,campaign_C
acct_01792,08-01-2024,campaign_C
acct_01869,06-01-2024,campaign_C
acct_01900,06-01-2024,campaign_C
acct_01793,09-01-2024,campaign_C
acct_01794,09-01-2024,campaign_C
acct_01795,09-01-2024,campaign_C
acct_01870,09-01-2024,campaign_C
acct_01901,09-01-2024,campaign_C
acct_01796,10-01-2024,campaign_C
acct_01797,10-01-2024,campaign_C
acct_01798,10-01-2024,campaign_C
acct_01871,10-01-2024,campaign_C
acct_01902,10-01-2024,campaign_C
acct_01799,11-01-2024,campaign_C
acct_01800,11-01-2024,campaign_C
acct_01801,11-01-2024,campaign_C
acct_01872,10-01-2024,campaign_C
acct_01903,11-01-2024,campaign_C
acct_01802,12-01-2024,campaign_C
acct_01803,12-01-2024,campaign_C
acct_01804,12-01-2024,campaign_C
acct_01873,12-01-2024,campaign_C
acct_01904,12-01-2024,campaign_C
acct_01805,13-01-2024,campaign_C
acct_01806,13-01-2024,campaign_C
acct_01807,13-01-2024,campaign_C
acct_01874,10-01-2024,campaign_C
acct_01905,13-01-2024,campaign_C
acct_01808,14-01-2024,campaign_C
acct_01809,14-01-2024,campaign_C
acct_01810,14-01-2024,campaign_C
acct_01875,14-01-2024,campaign_C
acct_01906,14-01-2024,campaign_C
acct_01811,15-01-2024,campaign_C
acct_01812,15-01-2024,campaign_C
acct_01813,10-01-2024,campaign_C
acct_01876,15-01-2024,campaign_C
acct_01907,15-01-2024,campaign_C
acct_01814,16-01-2024,campaign_C
acct_01815,16-01-2024,campaign_C
acct_01816,16-01-2024,campaign_C
acct_01877,16-01-2024,campaign_C
acct_01908,16-01-2024,campaign_C
acct_01817,17-01-2024,campaign_C
acct_01818,10-01-2024,campaign_C
acct_01819,10-01-2024,campaign_C
acct_01878,17-01-2024,campaign_C
acct_01909,17-01-2024,campaign_C
acct_01820,18-01-2024,campaign_C
acct_01821,18-01-2024,campaign_C
acct_01822,18-01-2024,campaign_C
acct_01879,18-01-2024,campaign_C
acct_01910,18-01-2024,campaign_C
acct_01823,19-01-2024,campaign_C
acct_01824,19-01-2024,campaign_C
acct_01825,19-01-2024,campaign_C
acct_01880,19-01-2024,campaign_C
acct_01911,19-01-2024,campaign_C
acct_01826,20-01-2024,campaign_C
acct_01827,19-01-2024,campaign_C
acct_01828,20-01-2024,campaign_C
acct_01881,20-01-2024,campaign_C
acct_01912,20-01-2024,campaign_C
acct_01829,21-01-2024,campaign_C
acct_01830,21-01-2024,campaign_C
acct_01831,19-01-2024,campaign_C
acct_01882,21-01-2024,campaign_C
acct_01913,21-01-2024,campaign_C
acct_01832,22-01-2024,campaign_C
acct_01833,22-01-2024,campaign_C
acct_01834,22-01-2024,campaign_C
acct_01883,22-01-2024,campaign_C
acct_01914,22-01-2024,campaign_C
acct_01835,23-01-2024,campaign_C
acct_01836,23-01-2024,campaign_C
acct_01837,23-01-2024,campaign_C
acct_01884,19-01-2024,campaign_C
acct_01915,23-01-2024,campaign_C
acct_01838,24-01-2024,campaign_C
acct_01839,24-01-2024,campaign_C
acct_01840,24-01-2024,campaign_C
acct_01885,24-01-2024,campaign_C
acct_01916,24-01-2024,campaign_C
acct_01841,25-01-2024,campaign_C
acct_01842,22-01-2024,campaign_C
acct_01843,25-01-2024,campaign_C
acct_01886,25-01-2024,campaign_C
acct_01917,25-01-2024,campaign_C
acct_01844,26-01-2024,campaign_C
acct_01845,26-01-2024,campaign_C
acct_01846,26-01-2024,campaign_C
acct_01887,26-01-2024,campaign_C
acct_01918,22-01-2024,campaign_C
acct_01847,22-01-2024,campaign_C
acct_01848,27-01-2024,campaign_C
acct_01849,27-01-2024,campaign_C
acct_01888,27-01-2024,campaign_C
acct_01919,27-01-2024,campaign_C
acct_01850,28-01-2024,campaign_C
acct_01851,28-01-2024,campaign_C
acct_01852,28-01-2024,campaign_C
acct_01889,28-01-2024,campaign_C
acct_01920,28-01-2024,campaign_C
acct_01853,29-01-2024,campaign_C
acct_01854,22-01-2024,campaign_C
acct_01855,29-01-2024,campaign_C
acct_01890,29-01-2024,campaign_C
acct_01921,29-01-2024,campaign_C
acct_01856,30-01-2024,campaign_C
acct_01857,30-01-2024,campaign_C
acct_01858,30-01-2024,campaign_C
acct_01891,30-01-2024,campaign_C
acct_01922,22-01-2024,campaign_C
acct_01859,31-01-2024,campaign_C
acct_01860,22-01-2024,campaign_C
acct_01861,31-01-2024,campaign_C
acct_01892,31-01-2024,campaign_C
acct_01923,31-01-2024,campaign_C
acct_03530,01-01-2024,campaign_C | GB
acct_03531,01-01-2024,campaign_C | GB
acct_03532,01-01-2024,campaign_C | GB
acct_03533,01-01-2024,campaign_C | GB
acct_03534,01-01-2024,campaign_C | GB
acct_03535,01-01-2024,campaign_C | GB
acct_03536,01-01-2024,campaign_C | GB
acct_03537,02-01-2024,campaign_C | GB
acct_03538,02-01-2024,campaign_C | GB
acct_03539,01-01-2024,campaign_C | GB
acct_03540,01-01-2024,campaign_C | GB
acct_03541,02-01-2024,campaign_C | GB
acct_03542,02-01-2024,campaign_C | GB
acct_03543,03-01-2024,campaign_C | GB
acct_03544,03-01-2024,campaign_C | GB
acct_03545,03-01-2024,campaign_C | GB
acct_03546,01-01-2024,campaign_C | GB
acct_03547,03-01-2024,campaign_C | GB
acct_03548,03-01-2024,campaign_C | GB
acct_03549,04-01-2024,campaign_C | GB
acct_03550,04-01-2024,campaign_C | GB
acct_03551,04-01-2024,campaign_C | GB
acct_03552,04-01-2024,campaign_C | GB
acct_03553,04-01-2024,campaign_C | GB
acct_03554,04-01-2024,campaign_C | GB
acct_03555,04-01-2024,campaign_C | GB
acct_03556,05-01-2024,campaign_C | GB
acct_03557,05-01-2024,campaign_C | GB
acct_03558,04-01-2024,campaign_C | GB
acct_03559,05-01-2024,campaign_C | GB
acct_03560,05-01-2024,campaign_C | GB
acct_03561,06-01-2024,campaign_C | GB
acct_03562,06-01-2024,campaign_C | GB
acct_03563,06-01-2024,campaign_C | GB
acct_03564,04-01-2024,campaign_C | GB
acct_03565,06-01-2024,campaign_C | GB
acct_03566,06-01-2024,campaign_C | GB
acct_03567,07-01-2024,campaign_C | GB
acct_03568,07-01-2024,campaign_C | GB
acct_03569,07-01-2024,campaign_C | GB
acct_03570,07-01-2024,campaign_C | GB
acct_03571,07-01-2024,campaign_C | GB
acct_03572,07-01-2024,campaign_C | GB
acct_03573,08-01-2024,campaign_C | GB
acct_03574,08-01-2024,campaign_C | GB
acct_03575,08-01-2024,campaign_C | GB
acct_03576,07-01-2024,campaign_C | GB
acct_03577,07-01-2024,campaign_C | GB
acct_03578,08-01-2024,campaign_C | GB
acct_03579,09-01-2024,campaign_C | GB
acct_03580,09-01-2024,campaign_C | GB
acct_03581,09-01-2024,campaign_C | GB
acct_03582,09-01-2024,campaign_C | GB
acct_03583,09-01-2024,campaign_C | GB
acct_03584,09-01-2024,campaign_C | GB
acct_03585,10-01-2024,campaign_C | GB
acct_03586,07-01-2024,campaign_C | GB
acct_03587,10-01-2024,campaign_C | GB
acct_03588,10-01-2024,campaign_C | GB
acct_03589,10-01-2024,campaign_C | GB
acct_03590,10-01-2024,campaign_C | GB
acct_03591,11-01-2024,campaign_C | GB
acct_03592,11-01-2024,campaign_C | GB
acct_03593,11-01-2024,campaign_C | GB
acct_03594,11-01-2024,campaign_C | GB
acct_03595,11-01-2024,campaign_C | GB
acct_03596,11-01-2024,campaign_C | GB
acct_03597,12-01-2024,campaign_C | GB
acct_03598,12-01-2024,campaign_C | GB
acct_03599,12-01-2024,campaign_C | GB
acct_03600,11-01-2024,campaign_C | GB
acct_03601,11-01-2024,campaign_C | GB
acct_03602,10-01-2024,campaign_C | GB
acct_03603,13-01-2024,campaign_C | GB
acct_03604,13-01-2024,campaign_C | GB
acct_03605,13-01-2024,campaign_C | GB
acct_03606,13-01-2024,campaign_C | GB
acct_03607,10-01-2024,campaign_C | GB
acct_03608,11-01-2024,campaign_C | GB
acct_03609,14-01-2024,campaign_C | GB
acct_03610,14-01-2024,campaign_C | GB
acct_03611,14-01-2024,campaign_C | GB
acct_03612,14-01-2024,campaign_C | GB
acct_03613,11-01-2024,campaign_C | GB
acct_03614,14-01-2024,campaign_C | GB
acct_03615,15-01-2024,campaign_C | GB
acct_03616,15-01-2024,campaign_C | GB
acct_03617,15-01-2024,campaign_C | GB
acct_03618,15-01-2024,campaign_C | GB
acct_03619,15-01-2024,campaign_C | GB
acct_03620,15-01-2024,campaign_C | GB
acct_03621,16-01-2024,campaign_C | GB
acct_03622,16-01-2024,campaign_C | GB
acct_03623,16-01-2024,campaign_C | GB
acct_03624,15-01-2024,campaign_C | GB
acct_03625,16-01-2024,campaign_C | GB
acct_03626,16-01-2024,campaign_C | GB
acct_03627,17-01-2024,campaign_C | GB
acct_03628,17-01-2024,campaign_C | GB
acct_03629,17-01-2024,campaign_C | GB
acct_03630,17-01-2024,campaign_C | GB
acct_03631,15-01-2024,campaign_C | GB
acct_03632,15-01-2024,campaign_C | GB
acct_03633,18-01-2024,campaign_C | GB
acct_03634,18-01-2024,campaign_C | GB
acct_03635,18-01-2024,campaign_C | GB
acct_03636,18-01-2024,campaign_C | GB
acct_03637,18-01-2024,campaign_C | GB
acct_03638,18-01-2024,campaign_C | GB
acct_03639,19-01-2024,campaign_C | GB
acct_03640,19-01-2024,campaign_C | GB
acct_03641,19-01-2024,campaign_C | GB
acct_03642,18-01-2024,campaign_C | GB
acct_03643,18-01-2024,campaign_C | GB
acct_03644,19-01-2024,campaign_C | GB
acct_03645,20-01-2024,campaign_C | GB
acct_03646,20-01-2024,campaign_C | GB
acct_03647,20-01-2024,campaign_C | GB
acct_03648,20-01-2024,campaign_C | GB
acct_03649,20-01-2024,campaign_C | GB
acct_03650,20-01-2024,campaign_C | GB
acct_03651,21-01-2024,campaign_C | GB
acct_03652,21-01-2024,campaign_C | GB
acct_03653,21-01-2024,campaign_C | GB
acct_03654,21-01-2024,campaign_C | GB
